"","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Promoted"
"3097",33,110,380,348,28,89,22,0,1,36,1,1,22,60,0.256,0.301,0.328,0.628,114,17,2,4,4,2,1
"3098",27,50,115,111,10,29,4,0,0,5,1,0,2,20,0.261,0.287,0.297,0.584,33,2,2,0,0,0,0
"3099",28,25,107,98,7,27,8,0,0,10,0,1,8,18,0.276,0.336,0.357,0.694,35,3,1,0,0,0,1
"3100",24,56,179,164,19,39,7,4,2,14,3,0,10,36,0.238,0.291,0.366,0.656,60,3,3,0,2,0,0
"3101",29,25,106,96,10,22,5,0,3,14,0,0,7,28,0.229,0.276,0.375,0.651,36,1,0,1,2,0,1
"3102",31,117,469,426,49,124,21,4,5,50,6,1,39,49,0.291,0.353,0.394,0.747,168,19,2,1,1,2,0
"3103",26,26,110,97,8,18,3,2,0,6,2,2,11,15,0.186,0.275,0.258,0.533,25,3,1,1,0,1,1
"3104",32,40,154,136,20,33,6,0,6,18,0,0,16,45,0.243,0.325,0.419,0.744,57,4,1,0,1,0,1
"3105",26,64,261,230,27,62,11,5,10,34,9,2,29,49,0.27,0.349,0.491,0.84,113,5,0,0,2,2,0
"3106",22,133,533,465,52,126,24,3,10,62,1,4,61,116,0.271,0.355,0.4,0.755,186,10,2,0,5,3,1
"3107",28,40,116,110,12,26,7,0,0,14,0,0,2,27,0.236,0.254,0.3,0.554,33,0,1,2,1,0,0
"3108",29,43,160,147,19,48,8,0,3,26,6,0,8,35,0.327,0.359,0.442,0.801,65,5,1,1,3,0,1
"3109",30,64,248,211,33,52,17,0,11,28,0,0,32,71,0.246,0.351,0.483,0.834,102,5,3,0,2,0,1
"3110",23,55,256,247,39,75,10,2,4,20,11,4,8,58,0.304,0.326,0.409,0.734,101,5,0,1,0,0,1
"3111",34,89,374,345,36,94,20,2,3,38,14,3,23,32,0.273,0.317,0.368,0.685,127,4,1,2,3,1,1
"3112",30,29,91,83,10,17,1,0,0,6,5,4,2,15,0.205,0.241,0.217,0.458,18,2,2,4,0,0,1
"3113",26,78,332,297,44,98,22,2,10,38,1,3,25,69,0.33,0.394,0.519,0.912,154,8,7,2,1,0,1
"3114",25,75,326,284,35,76,20,0,10,46,0,0,32,86,0.268,0.349,0.444,0.793,126,7,5,2,3,2,1
"3115",23,72,295,260,32,64,16,0,7,30,2,0,29,74,0.246,0.32,0.389,0.708,101,3,1,1,4,0,1
"3116",24,41,161,149,19,36,6,2,3,16,8,5,10,50,0.242,0.298,0.369,0.667,55,1,2,0,0,0,1
"3117",25,32,132,116,14,25,1,1,1,15,4,0,16,51,0.216,0.311,0.267,0.578,31,0,0,0,0,0,1
"3118",25,84,342,310,45,97,9,4,6,35,18,8,24,64,0.313,0.367,0.426,0.793,132,6,3,4,1,3,1
"3119",25,55,217,184,28,46,12,1,10,42,0,0,31,51,0.25,0.358,0.489,0.847,90,2,0,2,0,1,0
"3120",25,34,119,93,19,24,2,1,2,7,1,1,22,30,0.258,0.407,0.366,0.772,34,2,2,1,1,1,1
"3121",32,40,175,154,24,31,4,0,6,18,0,1,14,54,0.201,0.278,0.344,0.622,53,4,3,2,2,1,1
"3122",28,17,58,51,4,6,2,0,0,5,0,0,5,9,0.118,0.211,0.157,0.367,8,2,1,1,0,0,0
"3123",24,83,321,301,38,80,19,2,1,24,19,8,15,72,0.266,0.309,0.352,0.662,106,2,4,1,0,0,1
"3124",27,33,125,109,9,23,8,0,1,14,1,1,14,28,0.211,0.307,0.312,0.618,34,0,1,1,0,0,1
"3125",24,41,156,143,14,35,6,0,2,11,0,0,9,17,0.245,0.292,0.329,0.621,47,7,1,2,1,0,1
"3126",30,52,191,174,8,37,6,1,1,19,2,1,14,57,0.213,0.27,0.276,0.546,48,3,0,2,1,1,1
"3127",23,62,250,228,30,59,13,0,2,24,3,1,17,44,0.259,0.317,0.342,0.659,78,7,3,1,1,0,0
"3128",36,78,266,226,23,47,7,0,3,25,0,1,32,58,0.208,0.321,0.279,0.6,63,5,6,1,1,1,1
"3129",24,61,260,235,31,60,11,2,8,29,10,4,17,55,0.255,0.309,0.421,0.73,99,6,2,4,2,0,1
"3130",28,73,301,270,32,68,12,1,8,37,0,1,26,62,0.252,0.318,0.393,0.71,106,8,1,2,2,1,1
"3131",29,37,170,154,20,46,9,2,2,17,4,2,11,13,0.299,0.339,0.422,0.761,65,2,0,2,3,2,1
"3132",28,49,205,183,18,40,9,0,8,24,0,0,16,36,0.219,0.291,0.399,0.69,73,12,3,2,1,0,1
"3133",30,78,324,309,34,78,14,0,15,47,1,1,9,93,0.252,0.284,0.443,0.727,137,5,5,0,1,0,1
"3134",27,20,81,63,5,16,1,0,2,15,0,0,15,12,0.254,0.407,0.365,0.773,23,1,2,0,1,0,1
"3135",28,30,116,109,7,18,4,1,3,11,0,0,4,24,0.165,0.2,0.303,0.503,33,3,1,1,1,0,1
"3136",32,20,70,65,3,13,1,0,2,9,0,0,3,20,0.2,0.246,0.308,0.554,20,1,1,1,0,0,1
"3137",26,99,417,349,55,89,18,2,12,35,18,7,59,79,0.255,0.366,0.421,0.788,147,6,4,2,3,3,1
"3138",24,69,285,255,34,70,23,4,5,27,3,6,21,64,0.275,0.338,0.455,0.793,116,4,5,1,3,1,1
"3139",25,64,270,240,26,61,16,1,5,28,10,1,26,56,0.254,0.322,0.392,0.714,94,5,0,0,4,1,1
"3140",23,47,203,179,27,55,13,2,7,23,0,1,22,38,0.307,0.389,0.52,0.909,93,5,2,0,0,0,0
"3141",28,93,364,321,40,70,14,1,10,35,0,3,36,88,0.218,0.3,0.361,0.661,116,9,3,0,4,0,1
"3142",23,71,293,272,28,62,18,1,2,21,3,2,16,60,0.228,0.269,0.324,0.593,88,5,0,3,2,2,1
"3143",23,42,145,131,10,26,5,1,0,6,0,1,13,54,0.199,0.276,0.252,0.528,33,3,1,0,0,0,0
"3144",26,27,120,105,16,32,5,3,1,7,5,1,12,24,0.305,0.383,0.438,0.821,46,1,2,0,1,0,1
"3145",25,58,214,194,13,47,13,0,2,12,0,1,16,36,0.242,0.31,0.34,0.65,66,5,3,1,0,0,1
"3146",26,88,387,350,44,80,17,0,13,46,19,4,33,65,0.229,0.297,0.389,0.686,136,9,2,0,2,1,1
"3147",26,27,99,88,15,21,2,2,0,4,11,2,5,18,0.239,0.295,0.307,0.602,27,0,2,4,0,0,1
"3148",23,36,129,120,11,29,8,0,0,11,3,1,6,31,0.242,0.289,0.308,0.597,37,4,2,1,0,1,1
"3149",22,118,511,436,50,113,21,3,5,43,2,1,58,100,0.259,0.358,0.356,0.713,155,9,11,2,4,0,1
"3150",28,50,187,162,13,35,9,1,5,12,0,0,20,59,0.216,0.316,0.377,0.692,61,4,4,0,1,0,0
"3151",26,42,144,135,7,24,3,0,0,3,0,0,9,37,0.178,0.229,0.2,0.429,27,4,0,0,0,0,0
"3152",25,119,496,428,49,97,27,0,11,48,4,1,65,135,0.227,0.329,0.367,0.695,157,8,1,0,2,0,1
"3153",28,118,463,435,52,101,32,1,14,59,10,3,18,98,0.232,0.274,0.407,0.681,177,8,8,0,2,0,0
"3154",25,118,450,410,42,99,23,2,10,41,1,2,31,106,0.242,0.297,0.381,0.677,156,14,3,2,4,2,0
"3155",27,130,560,524,53,151,38,0,4,49,7,2,28,80,0.288,0.324,0.384,0.708,201,11,2,2,4,3,1
"3156",26,101,347,303,38,75,15,1,6,19,18,2,37,123,0.248,0.332,0.363,0.695,110,3,2,4,1,0,1
"3157",26,102,443,396,45,96,13,2,6,33,8,8,43,58,0.242,0.318,0.331,0.649,131,15,2,0,2,0,1
"3158",33,76,283,246,26,61,8,0,0,18,1,3,28,33,0.248,0.333,0.281,0.614,69,8,4,4,1,0,1
"3159",27,85,313,285,36,87,14,1,7,34,4,0,26,32,0.305,0.362,0.435,0.797,124,5,0,1,1,3,1
"3160",24,125,536,483,60,135,22,5,13,54,2,2,48,123,0.28,0.349,0.427,0.775,206,13,4,0,1,1,1
"3161",28,95,365,343,26,81,9,2,4,34,7,2,17,54,0.236,0.271,0.309,0.58,106,15,0,3,2,0,0
"3162",26,54,208,191,17,47,11,1,4,23,0,1,15,25,0.246,0.298,0.377,0.675,72,9,0,0,2,0,1
"3163",27,84,332,306,30,89,11,0,6,38,0,1,21,53,0.291,0.343,0.386,0.729,118,15,4,0,1,1,1
"3164",26,20,78,77,4,18,1,0,1,3,0,1,1,23,0.234,0.244,0.286,0.529,22,3,0,0,0,1,0
"3165",29,46,180,165,13,39,6,1,4,22,0,1,13,40,0.236,0.296,0.358,0.654,59,7,1,1,0,0,0
"3166",27,17,70,57,5,8,0,0,0,1,1,0,12,13,0.14,0.286,0.14,0.426,8,3,0,0,1,0,1
"3167",29,32,118,102,9,25,6,0,0,11,0,1,16,22,0.245,0.348,0.304,0.651,31,2,0,0,0,1,1
"3168",25,131,552,504,64,133,29,2,18,64,1,3,40,138,0.264,0.321,0.437,0.757,220,12,4,0,4,1,1
"3169",25,94,385,339,41,75,21,4,7,32,10,3,42,98,0.221,0.312,0.369,0.68,125,4,3,0,1,2,1
"3170",26,137,578,515,62,127,26,0,30,92,0,0,53,110,0.247,0.319,0.472,0.791,243,20,4,1,5,2,1
"3171",30,118,464,413,54,99,15,2,8,42,4,1,45,106,0.24,0.318,0.344,0.662,142,9,3,2,1,2,1
"3172",26,71,276,252,33,62,11,0,14,39,0,1,14,81,0.246,0.304,0.456,0.761,115,0,8,0,2,0,1
"3173",30,103,407,359,46,84,17,1,4,30,7,2,34,85,0.234,0.311,0.32,0.631,115,4,7,5,2,0,1
"3174",24,95,416,360,53,117,22,3,7,44,5,1,47,70,0.325,0.399,0.461,0.86,166,7,1,2,6,1,1
"3175",24,104,460,429,62,127,31,1,11,53,12,10,19,88,0.296,0.329,0.45,0.779,193,8,3,7,2,2,1
"3176",26,34,139,117,14,30,5,0,6,13,3,1,21,25,0.256,0.37,0.453,0.823,53,2,0,1,0,2,1
"3177",33,27,114,104,12,30,8,1,2,12,2,2,9,21,0.289,0.351,0.442,0.793,46,1,1,0,0,1,1
"3178",26,67,243,222,28,57,13,1,3,20,5,2,8,32,0.257,0.298,0.365,0.663,81,2,6,5,2,0,0
"3179",32,86,329,299,35,74,14,0,7,31,0,0,26,63,0.248,0.316,0.365,0.681,109,16,4,0,0,1,1
"3180",26,33,105,94,10,22,4,1,1,9,5,0,8,25,0.234,0.305,0.33,0.635,31,1,2,0,1,0,0
"3181",25,17,79,70,6,20,3,1,1,8,1,2,8,15,0.286,0.354,0.4,0.754,28,1,0,0,1,0,1
"3182",34,75,297,273,41,72,17,0,11,38,0,0,16,68,0.264,0.314,0.447,0.761,122,10,5,1,2,0,1
"3183",32,19,76,61,10,15,5,0,2,10,1,0,14,17,0.246,0.395,0.426,0.821,26,1,1,0,0,0,1
"3184",24,116,488,450,58,116,24,5,10,59,4,4,22,88,0.258,0.293,0.4,0.693,180,5,2,10,4,1,1
"3185",25,17,59,53,6,10,3,0,1,3,2,0,5,13,0.189,0.259,0.302,0.561,16,1,0,1,0,1,0
"3186",24,22,83,73,7,12,0,1,1,9,1,0,3,28,0.164,0.22,0.233,0.452,17,0,3,1,3,0,1
"3187",24,117,491,468,54,128,24,1,8,57,0,0,15,58,0.274,0.294,0.38,0.674,178,11,1,1,6,0,1
"3188",23,37,150,128,18,31,5,0,1,9,5,1,21,56,0.242,0.349,0.305,0.654,39,1,0,1,0,0,1
"3189",30,67,268,231,17,41,9,0,4,17,0,1,33,52,0.178,0.285,0.268,0.553,62,5,2,1,1,3,1
"3190",25,30,132,118,18,28,5,1,1,12,2,3,10,19,0.237,0.308,0.322,0.63,38,1,2,2,0,0,0
"3191",28,85,320,289,34,72,7,0,2,28,1,0,25,57,0.249,0.306,0.294,0.6,85,11,0,3,3,2,0
"3192",26,15,56,54,3,14,1,0,0,2,0,0,1,6,0.259,0.268,0.278,0.546,15,4,0,0,1,0,1
"3193",32,26,79,72,3,17,4,0,0,6,1,1,7,19,0.236,0.304,0.292,0.596,21,3,0,0,0,0,0
"3194",28,89,346,285,38,83,14,0,9,50,6,1,42,43,0.291,0.404,0.435,0.839,124,12,14,2,3,3,1
"3195",22,24,80,64,10,17,0,2,2,9,1,2,11,15,0.266,0.372,0.422,0.794,27,1,1,2,2,0,1
"3196",32,101,410,373,46,122,20,1,3,35,3,5,33,60,0.327,0.38,0.41,0.79,153,11,0,2,2,6,1
"3197",28,47,169,155,12,33,10,0,1,17,1,0,9,39,0.213,0.262,0.297,0.559,46,2,2,1,2,0,1
"3198",27,21,70,65,3,11,0,0,1,3,0,0,4,27,0.169,0.229,0.215,0.444,14,0,1,0,0,0,1
"3199",25,127,480,435,41,99,18,1,6,45,5,3,31,91,0.228,0.29,0.315,0.605,137,17,8,4,2,0,1
"3200",22,71,322,288,40,81,15,3,2,21,10,7,21,43,0.281,0.333,0.375,0.708,108,4,2,10,1,0,1
"3201",24,108,407,367,52,91,15,2,6,30,12,4,30,88,0.248,0.308,0.349,0.657,128,4,3,4,3,2,1
"3202",25,30,121,105,13,29,3,1,1,9,2,3,10,16,0.276,0.35,0.352,0.703,37,4,2,4,0,0,1
"3203",25,75,319,289,40,90,18,8,13,43,2,0,19,59,0.311,0.37,0.564,0.934,163,5,9,0,2,3,1
"3204",26,85,339,296,40,83,24,1,9,37,2,1,29,74,0.28,0.363,0.46,0.822,136,9,11,0,3,0,1
"3205",27,49,137,121,12,21,2,0,0,6,1,0,9,31,0.174,0.254,0.19,0.444,23,3,4,3,0,0,0
"3206",26,105,394,378,36,105,29,1,4,40,1,1,3,70,0.278,0.296,0.392,0.687,148,12,7,5,1,1,1
"3207",24,96,353,325,37,82,21,0,5,27,4,2,20,58,0.252,0.3,0.363,0.663,118,9,4,0,4,4,1
"3208",22,106,448,380,39,115,22,0,3,45,0,0,59,59,0.303,0.397,0.384,0.782,146,10,4,0,5,6,1
"3209",23,114,484,421,57,124,23,4,14,60,3,7,57,74,0.295,0.382,0.468,0.85,197,17,4,0,2,8,1
"3210",25,25,97,94,4,25,3,0,0,10,1,0,3,17,0.266,0.289,0.298,0.587,28,4,0,0,0,0,1
"3211",30,36,132,115,7,20,1,0,1,11,0,0,13,20,0.174,0.26,0.209,0.468,24,7,1,1,2,1,1
"3212",29,20,78,75,12,23,3,1,2,11,2,1,3,9,0.307,0.333,0.453,0.787,34,2,0,0,0,0,1
"3213",29,107,340,298,36,76,12,4,5,36,14,4,33,87,0.255,0.327,0.373,0.7,111,6,1,4,4,1,1
"3214",24,68,299,261,34,87,16,4,0,22,17,15,29,27,0.333,0.401,0.425,0.827,111,2,2,5,2,0,1
"3215",25,79,204,176,23,43,8,0,2,22,0,3,26,50,0.244,0.338,0.324,0.662,57,8,0,0,2,0,0
"3216",23,129,499,462,53,113,30,4,6,43,5,9,31,131,0.245,0.293,0.366,0.659,169,21,2,1,3,1,1
"3217",23,110,478,432,58,115,15,7,8,32,36,15,32,78,0.266,0.318,0.389,0.707,168,7,2,10,2,1,1
"3218",21,37,145,126,16,27,7,3,6,24,8,2,15,34,0.214,0.297,0.46,0.757,58,0,1,0,3,0,1
"3219",23,133,520,421,61,97,18,4,8,45,9,7,90,129,0.23,0.367,0.349,0.716,147,6,2,5,2,1,1
"3220",26,102,373,332,40,72,20,1,8,27,5,2,31,130,0.217,0.289,0.355,0.644,118,8,3,6,1,1,1
"3221",26,130,470,436,41,103,19,4,17,57,6,8,25,91,0.236,0.275,0.415,0.69,181,6,1,1,7,4,1
"3222",23,63,234,220,27,64,19,1,7,31,2,3,13,36,0.291,0.333,0.482,0.815,106,10,1,0,0,1,1
"3223",28,105,420,372,38,98,18,2,6,40,1,0,43,78,0.263,0.338,0.371,0.709,138,15,1,0,4,1,1
"3224",26,80,275,257,23,55,17,0,6,28,0,1,11,66,0.214,0.252,0.35,0.602,90,2,2,5,0,1,1
"3225",25,46,162,149,18,35,5,1,1,11,10,3,10,30,0.235,0.286,0.302,0.588,45,1,1,1,1,0,0
"3226",30,14,54,52,8,13,4,0,0,5,0,0,0,8,0.25,0.241,0.327,0.568,17,2,0,0,2,0,1
"3227",26,68,281,257,29,55,7,0,7,30,4,1,20,69,0.214,0.274,0.323,0.597,83,10,2,0,2,0,1
"3228",29,111,350,323,32,78,13,0,3,32,1,3,21,58,0.242,0.287,0.31,0.597,100,12,0,5,1,0,0
"3229",25,67,242,214,17,52,12,0,2,33,0,0,18,46,0.243,0.298,0.327,0.625,70,10,1,4,5,0,1
"3230",25,50,206,184,22,34,8,2,1,13,6,1,15,75,0.185,0.255,0.266,0.521,49,3,3,2,2,0,1
"3231",27,61,241,217,22,67,17,0,7,36,0,0,17,43,0.309,0.365,0.484,0.849,105,5,4,0,3,2,0
"3232",26,70,264,241,38,73,20,0,8,42,3,1,17,59,0.303,0.356,0.486,0.842,117,3,3,3,0,0,1
"3233",31,122,511,430,78,123,33,5,17,70,11,5,61,93,0.286,0.388,0.505,0.892,217,11,14,0,6,0,1
"3234",24,79,324,292,33,71,14,5,3,23,11,4,25,97,0.243,0.309,0.356,0.665,104,7,4,0,3,1,1
"3235",27,32,111,100,12,30,7,0,1,10,0,1,11,14,0.3,0.369,0.4,0.769,40,4,0,0,0,0,0
"3236",24,131,569,492,59,131,28,2,4,48,17,5,58,75,0.266,0.349,0.356,0.705,175,14,6,10,3,0,1
"3237",29,23,100,85,14,16,9,0,2,11,4,1,14,17,0.188,0.31,0.365,0.675,31,2,1,0,0,0,1
"3238",33,116,480,438,56,139,37,0,6,50,6,3,38,73,0.317,0.373,0.443,0.816,194,13,2,0,2,3,1
"3239",26,55,150,128,17,35,9,2,1,15,5,1,18,24,0.273,0.376,0.398,0.774,51,1,3,1,0,0,0
"3240",24,97,426,409,60,116,23,3,20,66,3,0,15,96,0.284,0.31,0.501,0.811,205,10,1,0,1,2,1
"3241",30,41,193,169,23,50,10,3,3,14,4,6,18,27,0.296,0.365,0.444,0.808,75,2,2,1,3,0,1
"3242",32,31,125,118,9,29,4,0,3,13,0,0,6,28,0.246,0.28,0.356,0.636,42,1,0,0,1,0,1
"3243",28,101,321,293,31,70,11,2,3,25,10,4,20,59,0.239,0.292,0.321,0.612,94,3,3,2,3,1,1
"3244",26,85,385,336,59,99,22,5,6,39,18,3,43,53,0.295,0.38,0.444,0.824,149,6,4,1,1,0,1
"3245",30,116,469,426,65,106,21,7,23,70,11,6,41,155,0.249,0.314,0.493,0.807,210,4,0,1,1,2,1
"3246",27,70,285,265,32,69,17,2,4,33,6,5,18,61,0.26,0.31,0.385,0.695,102,7,1,1,0,0,1
"3247",26,101,377,329,63,108,28,3,18,64,1,5,36,64,0.328,0.398,0.596,0.994,196,6,6,0,6,1,1
"3248",28,88,301,254,28,59,7,0,1,20,2,0,39,60,0.232,0.34,0.272,0.612,69,9,4,1,3,0,1
"3249",31,28,117,101,15,22,2,0,0,10,0,0,14,28,0.218,0.308,0.238,0.545,24,1,0,0,2,0,1
"3250",30,89,308,266,26,61,11,0,8,23,7,5,37,104,0.229,0.328,0.361,0.689,96,3,2,3,0,1,1
"3251",25,120,515,464,72,121,23,3,5,37,26,11,41,105,0.261,0.322,0.356,0.677,165,8,1,8,1,0,1
"3252",27,49,162,142,23,39,8,0,2,13,8,4,13,29,0.275,0.352,0.373,0.725,53,2,4,3,0,2,0
"3253",28,74,250,208,23,52,7,0,3,24,0,0,36,55,0.25,0.358,0.327,0.685,68,4,0,4,2,0,0
"3254",27,47,136,126,13,29,5,2,0,14,8,3,6,31,0.23,0.276,0.302,0.578,38,0,2,2,0,0,1
"3255",25,19,75,69,12,24,3,1,4,12,0,1,6,8,0.348,0.4,0.594,0.994,41,2,0,0,0,0,1
"3256",26,83,284,254,33,67,13,3,8,38,5,4,24,80,0.264,0.339,0.433,0.772,110,3,5,1,0,2,0
"3257",27,103,424,373,71,119,23,9,21,69,3,4,40,81,0.319,0.392,0.598,0.989,223,13,7,0,4,0,1
"3258",27,30,106,90,9,22,5,0,1,18,3,1,11,16,0.244,0.34,0.333,0.673,30,5,3,0,2,0,1
"3259",25,15,64,57,7,21,6,2,0,8,5,0,6,16,0.368,0.438,0.544,0.981,31,2,1,0,0,0,1
"3260",24,17,59,56,6,18,5,0,2,7,1,5,2,8,0.321,0.339,0.518,0.857,29,1,0,0,1,0,1
"3261",33,46,172,156,23,43,6,1,4,25,3,2,15,32,0.276,0.343,0.404,0.747,63,2,1,0,0,1,1
"3262",26,94,366,333,45,92,18,4,10,53,3,1,25,63,0.276,0.326,0.444,0.77,148,6,2,1,5,1,1
"3263",21,100,440,404,59,108,19,6,8,53,15,8,29,77,0.267,0.32,0.404,0.723,163,18,3,2,2,2,1
"3264",22,23,93,89,14,34,9,0,4,20,4,2,2,21,0.382,0.387,0.618,1.005,55,5,0,0,2,0,1
"3265",26,47,199,178,30,51,11,7,8,26,18,8,20,60,0.287,0.362,0.562,0.924,100,1,1,0,0,0,1
"3266",25,126,469,424,50,115,21,5,5,52,13,5,33,64,0.271,0.326,0.38,0.705,161,13,4,2,6,1,1
"3267",25,36,139,127,17,35,5,0,5,20,0,0,10,20,0.276,0.331,0.433,0.764,55,8,1,0,1,1,1
"3268",29,57,182,150,25,48,3,0,2,19,13,4,26,19,0.32,0.428,0.38,0.808,57,3,3,2,1,2,1
"3269",26,17,64,62,6,18,4,0,0,8,0,0,1,6,0.29,0.297,0.355,0.652,22,3,0,0,1,0,0
"3270",27,31,68,64,5,13,1,0,2,10,0,0,2,9,0.203,0.239,0.313,0.551,20,1,1,1,0,0,0
"3271",27,68,264,248,38,70,22,2,10,47,1,1,9,59,0.282,0.308,0.508,0.816,126,6,2,1,4,2,1
"3272",26,89,381,326,50,94,19,3,2,37,6,3,32,47,0.288,0.366,0.383,0.749,125,11,10,9,4,1,1
"3273",25,16,67,62,10,21,4,1,1,11,2,0,3,10,0.339,0.364,0.484,0.848,30,1,0,1,1,0,1
"3274",29,63,262,237,35,78,21,3,5,43,1,1,17,39,0.329,0.371,0.506,0.877,120,4,1,3,4,3,1
"3275",27,86,315,286,46,88,21,3,11,51,0,0,26,67,0.308,0.362,0.518,0.879,148,5,0,0,3,0,1
"3276",23,121,492,411,68,102,20,2,8,45,20,8,74,124,0.248,0.366,0.365,0.731,150,12,4,0,3,1,1
"3277",24,83,326,304,38,69,7,8,2,41,4,3,10,78,0.227,0.262,0.322,0.585,98,13,6,2,4,0,1
"3278",27,91,374,327,44,77,20,2,12,56,3,0,41,91,0.236,0.321,0.419,0.74,137,5,2,0,4,4,1
"3279",25,77,320,271,54,92,10,6,1,29,20,4,42,52,0.34,0.425,0.432,0.857,117,7,0,5,2,0,0
"3280",31,116,329,289,48,76,9,2,3,30,23,6,31,51,0.263,0.339,0.339,0.678,98,3,3,4,2,2,1
"3281",24,54,214,198,32,52,9,5,5,21,21,0,15,61,0.263,0.313,0.434,0.747,86,2,0,0,1,0,1
"3282",22,80,336,320,46,97,18,3,4,43,10,3,9,44,0.303,0.317,0.416,0.733,133,7,0,2,5,0,1
"3283",26,140,617,507,96,130,21,7,12,61,43,12,94,162,0.256,0.374,0.396,0.77,201,7,5,4,7,1,1
"3284",24,35,98,92,8,21,6,1,1,7,0,0,6,31,0.228,0.276,0.348,0.623,32,3,0,0,0,2,0
"3285",22,76,309,264,44,88,22,3,9,54,0,2,38,53,0.333,0.418,0.542,0.959,143,7,3,0,4,2,1
"3286",24,55,240,204,40,72,16,3,9,43,4,4,28,32,0.353,0.442,0.593,1.035,121,6,6,0,2,1,1
"3287",26,67,258,223,24,56,13,1,2,20,2,0,30,28,0.251,0.341,0.345,0.687,77,12,1,3,1,0,1
"3288",28,65,253,229,25,67,12,0,8,39,3,0,18,51,0.293,0.352,0.45,0.802,103,9,4,0,2,1,1
"3289",27,25,95,84,7,27,7,0,2,15,3,0,7,20,0.321,0.362,0.476,0.838,40,2,0,1,3,0,1
"3290",28,21,70,57,15,21,4,2,0,4,3,1,10,9,0.368,0.471,0.509,0.98,29,0,2,0,1,0,1
"3291",35,102,378,314,42,80,11,2,1,39,20,8,49,61,0.255,0.352,0.312,0.664,98,10,1,9,5,4,1
"3292",34,76,255,236,29,74,12,1,2,37,1,1,15,32,0.314,0.349,0.398,0.747,94,14,0,0,4,1,0
"3293",30,117,419,375,47,96,20,4,9,46,23,6,20,90,0.256,0.308,0.403,0.711,151,9,11,7,6,0,1
"3294",29,117,412,381,53,105,27,5,9,57,16,6,20,85,0.276,0.31,0.444,0.753,169,11,2,2,7,0,1
"3295",25,22,81,70,10,20,5,0,1,8,0,0,7,14,0.286,0.35,0.4,0.75,28,0,1,1,2,0,0
"3296",23,89,365,305,53,97,18,2,16,64,0,0,55,67,0.318,0.425,0.548,0.972,167,9,3,0,2,5,1
"3297",26,108,378,337,45,88,14,7,1,42,15,7,26,67,0.261,0.314,0.353,0.667,119,6,2,8,5,2,1
"3298",23,50,211,179,31,49,12,4,6,25,4,0,22,42,0.274,0.36,0.486,0.846,87,5,5,0,5,0,1
"3299",37,29,107,98,10,20,7,0,1,7,0,0,5,18,0.204,0.255,0.306,0.561,30,2,2,1,1,0,1
"3300",23,134,558,495,82,137,22,6,19,86,6,2,51,130,0.277,0.351,0.461,0.812,228,9,7,3,2,1,1
"3301",24,88,367,332,48,88,17,5,9,29,5,6,28,68,0.265,0.32,0.428,0.748,142,2,0,5,2,1,1
"3302",29,56,207,188,26,45,11,2,5,21,6,3,12,58,0.239,0.296,0.399,0.695,75,3,3,4,0,0,1
"3303",27,19,85,77,9,21,5,0,1,5,2,0,6,11,0.273,0.333,0.377,0.71,29,5,1,1,0,0,1
"3304",29,92,363,318,32,84,18,0,7,55,2,1,41,74,0.264,0.347,0.387,0.734,123,9,1,0,3,3,1
"3305",23,24,107,93,15,31,4,1,7,28,0,1,11,14,0.333,0.402,0.624,1.026,58,1,1,0,2,0,1
"3306",24,103,434,391,65,115,36,1,15,54,3,1,40,100,0.294,0.357,0.506,0.864,198,12,0,0,3,3,1
"3307",27,50,219,184,37,53,7,1,11,32,5,1,30,48,0.288,0.385,0.516,0.902,95,5,1,1,3,2,1
"3308",33,46,172,161,16,43,10,0,4,27,1,3,8,21,0.267,0.297,0.404,0.7,65,6,0,0,3,0,1
"3309",26,68,233,209,20,46,9,4,1,15,0,0,14,32,0.22,0.272,0.316,0.588,66,4,1,9,0,0,0
"3310",26,101,381,358,27,104,23,0,6,42,0,0,17,77,0.291,0.326,0.405,0.731,145,9,3,0,3,2,0
"3311",25,65,272,240,32,61,9,3,0,14,17,5,23,62,0.254,0.325,0.317,0.641,76,2,4,1,4,2,1
"3312",27,37,160,141,18,42,10,0,3,18,2,0,14,24,0.298,0.356,0.433,0.789,61,5,1,0,4,0,1
"3313",27,69,304,274,46,73,19,0,8,29,20,2,22,55,0.266,0.321,0.423,0.745,116,4,2,2,4,1,1
"3314",20,14,61,56,9,17,2,4,1,9,5,0,2,19,0.304,0.328,0.536,0.863,30,0,0,3,0,0,1
"3315",24,76,263,234,21,43,8,1,1,22,0,0,23,67,0.184,0.255,0.239,0.494,56,3,0,4,2,0,0
"3316",28,85,322,277,36,68,16,2,3,29,0,1,39,63,0.246,0.34,0.35,0.69,97,8,2,1,3,1,1
"3317",23,47,176,166,14,30,8,0,2,17,1,0,7,64,0.181,0.213,0.265,0.478,44,2,0,2,1,0,1
"3318",23,73,315,297,35,77,12,1,2,21,12,3,15,61,0.259,0.295,0.327,0.622,97,4,0,3,0,0,1
"3319",24,48,219,200,28,58,10,5,6,27,11,6,14,57,0.29,0.336,0.48,0.816,96,4,1,2,2,0,1
"3320",29,36,131,119,16,25,6,2,3,16,0,0,7,38,0.21,0.269,0.37,0.639,44,3,3,1,1,0,1
