"","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Promoted"
"2873",25,83,320,298,39,73,15,1,6,35,9,2,17,71,0.245,0.282,0.362,0.645,108,6,0,1,4,0,1
"2874",26,72,310,265,47,72,12,7,1,28,25,4,38,43,0.272,0.365,0.381,0.746,101,9,2,3,2,0,1
"2875",25,123,518,472,58,121,25,1,22,73,14,3,36,113,0.256,0.313,0.453,0.766,214,10,5,0,5,1,1
"2876",25,57,211,187,33,49,5,0,8,27,11,4,18,31,0.262,0.322,0.417,0.739,78,1,1,0,5,1,0
"2877",21,65,287,261,41,82,12,2,3,29,20,3,20,32,0.314,0.359,0.41,0.769,107,4,0,3,3,0,1
"2878",25,98,430,394,70,140,18,6,18,85,3,1,29,71,0.355,0.398,0.569,0.966,224,10,2,0,5,1,1
"2879",23,16,59,53,6,11,1,2,1,6,1,0,6,18,0.208,0.288,0.359,0.647,19,0,0,0,0,0,0
"2880",27,89,344,310,50,92,11,5,5,39,20,7,19,47,0.297,0.345,0.413,0.758,128,2,5,8,2,1,1
"2881",27,96,362,336,34,86,13,1,8,40,2,0,20,73,0.256,0.296,0.372,0.668,125,9,1,0,5,1,1
"2882",26,116,516,476,77,139,37,4,17,79,10,1,29,85,0.292,0.333,0.494,0.827,235,10,4,0,7,0,1
"2883",33,49,205,179,27,53,9,0,10,29,6,4,23,51,0.296,0.385,0.514,0.899,92,7,3,0,0,1,1
"2884",24,33,121,111,13,28,5,2,1,8,1,0,7,11,0.252,0.294,0.36,0.655,40,3,0,2,1,0,0
"2885",24,86,396,343,56,103,20,6,4,32,16,8,50,61,0.3,0.391,0.429,0.82,147,4,2,0,1,0,1
"2886",26,61,282,244,43,67,18,2,4,35,11,4,33,46,0.275,0.361,0.414,0.775,101,5,0,5,0,1,1
"2887",28,120,421,373,52,94,23,1,21,75,1,0,42,107,0.252,0.335,0.488,0.823,182,11,5,0,1,0,1
"2888",25,125,519,459,82,141,36,9,12,71,4,0,45,96,0.307,0.374,0.503,0.877,231,9,8,0,7,2,1
"2889",27,22,83,78,11,14,4,0,3,6,0,0,5,19,0.18,0.229,0.346,0.575,27,4,0,0,0,0,1
"2890",27,102,351,322,34,99,16,4,1,39,1,1,17,59,0.308,0.349,0.391,0.74,126,10,5,4,3,2,1
"2891",27,122,421,354,52,104,20,3,10,62,4,4,57,70,0.294,0.392,0.452,0.844,160,5,4,0,6,2,1
"2892",27,29,115,106,16,38,11,4,3,22,2,0,7,17,0.359,0.4,0.623,1.023,66,3,1,0,1,2,1
"2893",25,17,61,54,6,17,8,1,0,8,1,0,4,9,0.315,0.362,0.5,0.862,27,1,0,3,0,0,0
"2894",26,16,69,61,8,17,1,0,4,9,0,1,7,11,0.279,0.362,0.492,0.854,30,3,1,0,0,0,1
"2895",27,47,176,154,24,45,11,0,4,20,1,1,17,35,0.292,0.381,0.442,0.822,68,5,5,0,0,0,0
"2896",22,21,79,71,12,23,8,0,2,15,1,0,8,8,0.324,0.392,0.521,0.914,37,1,0,0,0,0,1
"2897",24,24,113,97,19,38,6,2,0,12,9,3,13,10,0.392,0.464,0.495,0.959,48,0,1,1,1,0,1
"2898",38,52,66,51,9,10,3,0,1,8,0,0,7,18,0.196,0.312,0.314,0.625,16,1,2,5,1,0,1
"2899",23,33,108,92,8,21,3,1,0,7,3,1,16,18,0.228,0.343,0.283,0.625,26,3,0,0,0,0,0
"2900",24,131,549,472,85,138,31,3,14,64,18,8,64,132,0.292,0.383,0.46,0.843,217,12,8,1,4,1,1
"2901",34,96,275,229,34,50,10,1,1,22,9,3,36,55,0.218,0.336,0.284,0.62,65,6,5,4,1,0,1
"2902",25,72,273,247,47,68,13,4,3,32,2,2,19,46,0.275,0.34,0.397,0.736,98,7,5,2,0,0,0
"2903",27,100,363,332,47,86,16,2,5,39,5,2,23,70,0.259,0.314,0.365,0.679,121,7,5,0,3,0,1
"2904",26,38,164,153,13,39,5,1,4,19,1,2,8,35,0.255,0.287,0.379,0.666,58,1,0,0,3,1,1
"2905",26,33,80,66,11,16,1,1,0,6,10,1,9,17,0.242,0.333,0.288,0.621,19,0,1,2,2,0,1
"2906",29,111,447,399,68,123,24,2,4,57,1,4,30,44,0.308,0.352,0.409,0.761,163,8,1,10,7,2,1
"2907",23,21,95,90,15,30,5,2,6,24,1,0,4,20,0.333,0.358,0.633,0.991,57,3,0,0,1,0,1
"2908",28,61,271,239,34,73,13,0,8,37,1,0,24,56,0.305,0.38,0.46,0.84,110,9,6,0,2,1,1
"2909",29,124,466,406,52,111,29,3,16,68,4,2,51,92,0.273,0.35,0.478,0.828,194,8,1,0,8,4,1
"2910",24,56,151,138,12,35,11,0,0,12,0,2,12,23,0.254,0.313,0.333,0.647,46,4,0,1,0,0,0
"2911",28,33,142,113,28,41,9,1,5,18,7,2,25,20,0.363,0.493,0.593,1.086,67,3,4,0,0,0,1
"2912",28,79,312,280,58,88,32,2,16,56,5,0,24,73,0.314,0.381,0.614,0.996,172,4,7,0,1,0,1
"2913",25,70,254,229,50,79,19,4,9,36,16,4,21,48,0.345,0.398,0.581,0.978,133,7,1,0,3,2,1
"2914",35,83,307,273,37,53,14,1,6,40,2,0,27,71,0.194,0.28,0.319,0.599,87,6,6,0,1,1,1
"2915",21,81,364,327,68,107,23,2,11,50,13,9,28,59,0.327,0.382,0.511,0.893,167,2,3,3,3,0,1
"2916",25,36,106,94,15,21,8,0,1,10,7,2,5,25,0.223,0.293,0.34,0.633,32,0,5,0,2,0,0
"2917",29,23,85,74,9,15,4,0,1,9,0,1,11,18,0.203,0.306,0.297,0.603,22,2,0,0,0,0,1
"2918",29,71,288,256,34,83,16,0,7,51,6,2,27,39,0.324,0.389,0.469,0.858,120,6,2,0,3,2,1
"2919",26,83,314,274,44,76,14,1,3,24,6,7,35,50,0.277,0.362,0.369,0.731,101,4,2,2,1,0,1
"2920",27,27,119,105,21,34,6,3,8,29,2,0,10,21,0.324,0.381,0.667,1.048,70,2,1,1,2,0,1
"2921",22,32,112,91,19,24,3,1,3,8,5,4,18,20,0.264,0.393,0.418,0.811,38,0,2,0,1,1,1
"2922",24,22,90,85,7,19,5,1,1,9,0,0,3,12,0.224,0.267,0.341,0.608,29,3,2,0,0,0,1
"2923",31,27,108,94,17,23,3,1,8,21,0,0,12,26,0.245,0.343,0.553,0.896,52,3,2,0,0,0,1
"2924",24,115,490,445,70,119,32,5,6,65,13,4,32,92,0.267,0.319,0.402,0.721,179,14,5,1,7,0,1
"2925",26,54,196,183,26,56,17,1,2,21,0,0,7,25,0.306,0.345,0.443,0.788,81,6,4,2,0,0,1
"2926",26,55,176,161,21,37,13,0,3,21,0,0,9,48,0.23,0.28,0.367,0.647,59,6,3,1,2,1,0
"2927",26,127,478,394,67,108,22,3,25,71,2,2,65,147,0.274,0.393,0.536,0.929,211,6,15,0,4,2,1
"2928",23,102,388,357,50,101,15,1,3,42,30,13,22,40,0.283,0.327,0.356,0.683,127,11,2,6,1,0,1
"2929",26,71,220,195,24,41,11,2,5,22,4,2,22,61,0.21,0.296,0.364,0.66,71,6,2,0,1,0,0
"2930",23,116,511,463,62,144,20,3,11,51,11,7,36,56,0.311,0.362,0.438,0.8,203,12,2,8,2,3,1
"2931",26,42,132,120,10,32,7,1,3,15,0,0,10,25,0.267,0.318,0.417,0.735,50,1,0,0,2,0,0
"2932",29,33,143,132,19,27,6,0,5,12,7,3,10,34,0.205,0.266,0.364,0.629,48,1,1,0,0,0,1
"2933",31,119,447,373,62,103,18,4,15,62,20,6,58,121,0.276,0.383,0.467,0.849,174,2,7,8,1,4,1
"2934",29,45,96,81,7,21,1,0,0,5,3,1,11,15,0.259,0.344,0.272,0.616,22,4,0,3,1,0,0
"2935",24,34,134,130,12,38,8,1,2,20,2,1,2,33,0.292,0.301,0.415,0.716,54,2,0,1,1,0,0
"2936",27,81,340,303,44,83,16,0,15,61,2,1,28,44,0.274,0.335,0.475,0.811,144,6,2,3,4,2,1
"2937",30,78,337,308,59,101,30,1,12,49,5,1,23,41,0.328,0.38,0.549,0.929,169,3,4,0,2,1,1
"2938",24,33,136,129,19,35,9,2,7,19,0,1,5,43,0.271,0.302,0.535,0.836,69,3,1,0,1,1,1
"2939",26,114,447,420,57,126,21,5,4,50,18,7,22,46,0.3,0.333,0.402,0.735,169,12,0,2,3,2,0
"2940",25,93,388,357,53,100,19,4,9,58,6,4,24,102,0.28,0.326,0.431,0.758,154,15,2,2,3,1,1
"2941",27,36,141,125,19,32,8,2,3,15,1,0,15,34,0.256,0.34,0.424,0.764,53,2,1,0,0,0,1
"2942",25,51,141,132,15,34,8,0,1,9,0,1,6,36,0.258,0.295,0.341,0.636,45,2,1,2,0,1,0
"2943",26,38,155,148,18,44,12,1,7,23,1,1,5,31,0.297,0.329,0.534,0.863,79,7,2,0,0,0,1
"2944",27,115,404,367,47,94,12,1,6,37,7,3,26,61,0.256,0.314,0.343,0.658,126,9,6,3,2,1,0
"2945",22,61,275,256,37,71,20,4,10,40,7,1,16,68,0.277,0.324,0.504,0.828,129,1,2,0,1,1,1
"2946",30,38,165,137,22,36,4,3,2,20,6,3,24,39,0.263,0.376,0.38,0.755,52,3,2,0,2,0,1
"2947",27,124,456,384,56,94,15,1,10,45,16,0,58,122,0.245,0.345,0.367,0.712,141,5,3,7,4,4,0
"2948",27,21,65,61,5,12,3,2,0,8,1,0,2,15,0.197,0.219,0.312,0.53,19,1,0,1,1,0,0
"2949",27,56,243,224,29,64,12,4,1,11,5,1,16,36,0.286,0.333,0.388,0.722,87,2,0,3,0,1,1
"2950",25,87,344,309,47,90,21,0,11,60,0,0,16,63,0.291,0.347,0.466,0.813,144,8,13,1,5,0,1
"2951",26,102,411,372,57,92,16,6,7,47,14,12,21,64,0.247,0.297,0.379,0.676,141,5,7,7,4,0,1
"2952",23,62,253,220,35,71,13,3,6,45,2,1,29,64,0.323,0.395,0.491,0.886,108,3,0,0,4,2,1
"2953",25,23,98,93,15,30,10,2,6,23,0,0,4,14,0.323,0.347,0.667,1.014,62,5,0,0,1,0,1
"2954",28,23,79,71,7,27,1,1,0,8,1,0,6,7,0.38,0.43,0.423,0.853,30,3,1,0,1,0,0
"2955",27,93,414,385,59,118,26,7,5,43,2,3,18,70,0.307,0.337,0.449,0.786,173,11,2,4,5,0,1
"2956",27,85,363,314,33,92,16,3,1,26,1,3,40,66,0.293,0.371,0.373,0.743,117,12,0,7,2,0,1
"2957",28,108,437,399,51,105,22,3,15,59,3,2,31,107,0.263,0.32,0.446,0.767,178,7,4,0,3,1,1
"2958",27,47,195,159,23,46,8,3,4,29,0,1,35,38,0.289,0.415,0.453,0.868,72,4,0,0,1,0,1
"2959",24,117,526,457,63,124,43,5,7,50,7,1,60,125,0.271,0.357,0.433,0.791,198,4,4,0,5,1,1
"2960",27,21,75,62,10,15,2,0,1,7,0,0,11,13,0.242,0.351,0.323,0.674,20,0,0,1,1,0,1
"2961",26,97,386,343,54,109,25,3,7,55,7,2,36,81,0.318,0.381,0.469,0.85,161,4,2,0,5,2,1
"2962",26,29,107,94,11,24,7,0,2,11,5,1,12,28,0.255,0.336,0.394,0.73,37,0,0,0,1,0,0
"2963",29,72,316,283,53,93,24,1,2,29,0,1,27,55,0.329,0.38,0.442,0.821,125,11,0,0,6,1,1
"2964",24,17,79,72,11,26,8,0,2,12,1,0,7,7,0.361,0.418,0.556,0.973,40,2,0,0,0,0,1
"2965",29,60,275,245,27,65,16,0,1,20,6,6,24,32,0.265,0.332,0.343,0.675,84,4,2,1,3,0,1
"2966",26,78,337,310,45,85,19,3,5,32,2,1,19,67,0.274,0.323,0.403,0.727,125,6,5,0,3,0,1
"2967",26,14,56,55,6,16,2,1,1,10,0,0,1,10,0.291,0.304,0.418,0.722,23,4,0,0,0,0,1
"2968",23,128,545,500,56,118,29,3,3,48,1,1,26,136,0.236,0.274,0.324,0.598,162,9,3,9,7,0,0
"2969",24,57,234,201,39,65,24,0,13,49,5,0,32,59,0.323,0.415,0.637,1.051,128,9,0,0,1,0,1
"2970",23,89,354,322,47,84,18,6,5,38,3,3,26,78,0.261,0.323,0.401,0.724,129,7,4,1,1,2,1
"2971",23,24,88,80,10,21,1,0,1,11,1,0,7,21,0.263,0.318,0.313,0.631,25,2,0,0,1,0,0
"2972",29,26,107,92,11,20,1,0,5,16,0,0,14,32,0.217,0.318,0.391,0.709,36,2,0,0,1,1,1
"2973",31,101,371,305,42,63,8,1,1,25,4,2,47,63,0.207,0.316,0.249,0.565,76,5,2,16,1,0,1
"2974",21,25,108,101,17,23,2,3,3,7,0,0,7,30,0.228,0.278,0.396,0.674,40,1,0,0,0,0,1
"2975",24,116,533,483,80,149,26,5,6,51,19,8,43,94,0.309,0.365,0.42,0.785,203,7,2,1,4,3,1
"2976",25,23,97,87,14,20,5,1,0,7,2,1,5,31,0.23,0.271,0.31,0.581,27,0,1,1,3,1,1
"2977",26,39,160,148,24,37,9,0,10,30,0,1,12,31,0.25,0.306,0.514,0.82,76,3,0,0,0,2,1
"2978",24,93,410,352,62,95,18,1,19,65,5,0,47,98,0.27,0.366,0.489,0.855,172,7,8,0,3,0,1
"2979",28,130,488,445,48,93,19,0,2,32,11,4,31,91,0.209,0.268,0.265,0.533,118,17,6,3,3,0,1
"2980",28,64,245,214,29,53,10,0,11,29,0,0,29,42,0.248,0.335,0.449,0.783,96,3,0,0,2,2,1
"2981",25,78,289,230,35,65,13,0,5,31,18,3,35,56,0.283,0.413,0.404,0.817,93,9,18,3,3,1,1
"2982",25,54,230,209,25,66,10,1,2,20,6,0,17,30,0.316,0.365,0.402,0.767,84,4,1,0,3,1,1
"2983",30,44,153,140,11,30,7,0,3,13,0,1,8,60,0.214,0.265,0.329,0.594,46,2,2,2,1,0,1
"2984",29,17,62,53,3,7,0,1,1,6,0,0,8,13,0.132,0.242,0.226,0.468,12,2,0,0,1,0,0
"2985",24,24,99,93,14,28,4,1,2,12,1,2,3,19,0.301,0.316,0.43,0.746,40,4,0,1,2,0,0
"2986",23,71,313,284,39,80,21,1,10,50,7,1,21,45,0.282,0.339,0.468,0.807,133,4,5,0,3,0,1
"2987",28,131,546,511,64,163,33,3,7,67,2,1,25,79,0.319,0.349,0.436,0.785,223,14,2,1,7,1,1
"2988",35,55,236,220,17,56,6,0,7,25,0,0,14,54,0.255,0.297,0.377,0.674,83,6,0,0,2,0,1
"2989",24,31,138,125,19,37,8,1,0,23,1,1,5,21,0.296,0.313,0.376,0.689,47,0,0,4,4,0,1
"2990",28,21,68,58,9,13,4,0,1,8,1,0,9,16,0.224,0.328,0.345,0.673,20,1,0,1,0,0,0
"2991",26,29,123,111,20,31,8,0,6,15,1,0,11,26,0.279,0.35,0.514,0.863,57,1,1,0,0,0,1
"2992",31,50,187,175,21,46,6,1,0,13,6,1,9,25,0.263,0.296,0.309,0.604,54,5,0,1,2,2,1
"2993",21,87,385,336,40,82,11,1,4,30,7,4,42,59,0.244,0.328,0.319,0.647,107,5,1,4,2,0,1
"2994",26,99,439,402,56,102,23,4,13,37,6,3,25,98,0.254,0.311,0.428,0.738,172,4,9,1,2,1,1
"2995",28,98,350,330,33,97,16,0,10,53,6,3,15,56,0.294,0.324,0.433,0.757,143,4,0,4,1,0,1
"2996",28,30,102,84,8,18,2,0,0,7,1,2,17,26,0.214,0.347,0.238,0.585,20,4,0,1,0,1,1
"2997",24,27,100,95,11,33,7,0,6,17,0,1,4,12,0.347,0.37,0.611,0.981,58,5,0,0,1,0,1
"2998",24,107,443,403,55,107,24,1,8,46,2,2,37,107,0.266,0.33,0.39,0.719,157,9,2,0,1,1,1
"2999",30,45,139,126,17,34,7,1,1,9,2,0,11,17,0.27,0.331,0.365,0.696,46,3,1,0,1,1,1
"3000",25,31,119,110,8,24,5,1,4,13,0,0,5,38,0.218,0.256,0.391,0.647,43,4,1,2,1,0,0
"3001",27,26,90,83,4,16,3,0,2,7,0,0,4,14,0.193,0.239,0.301,0.54,25,5,1,2,0,0,0
"3002",25,117,433,408,47,119,20,4,8,47,11,4,21,59,0.292,0.329,0.419,0.748,171,14,2,1,1,0,1
"3003",29,95,390,350,56,103,18,2,20,65,0,0,29,78,0.294,0.356,0.529,0.885,185,7,7,0,4,1,1
"3004",26,117,442,375,49,100,26,1,12,58,1,2,60,76,0.267,0.369,0.437,0.806,164,7,3,0,4,1,1
"3005",25,118,447,400,48,93,17,5,6,35,12,11,38,100,0.233,0.299,0.345,0.644,138,7,1,5,3,0,1
"3006",22,36,123,105,17,26,2,0,4,14,0,1,12,24,0.248,0.325,0.381,0.706,40,6,0,6,0,0,1
"3007",33,41,149,127,12,26,7,0,2,19,2,2,17,28,0.205,0.304,0.307,0.611,39,2,2,1,2,2,1
"3008",22,125,527,497,78,128,33,6,13,64,6,4,19,136,0.258,0.287,0.427,0.714,212,12,4,1,6,1,1
"3009",27,122,516,465,63,125,14,3,0,35,2,1,43,78,0.269,0.33,0.312,0.642,145,10,1,4,3,0,1
"3010",30,73,271,253,27,49,13,1,3,25,0,1,16,47,0.194,0.24,0.289,0.528,73,6,0,0,2,1,0
"3011",22,49,209,190,41,58,11,3,11,24,7,0,14,58,0.305,0.359,0.568,0.927,108,2,3,0,2,1,1
"3012",29,82,318,281,33,66,13,2,11,42,1,2,26,59,0.235,0.313,0.413,0.726,116,5,7,2,2,0,1
"3013",25,22,84,76,6,25,5,0,1,8,0,0,7,21,0.329,0.381,0.434,0.815,33,3,0,0,1,0,1
"3014",23,30,128,110,16,31,4,6,1,19,1,1,16,14,0.282,0.367,0.455,0.822,50,4,0,0,2,1,1
"3015",30,51,203,180,20,46,6,1,0,15,8,3,18,39,0.256,0.327,0.3,0.627,54,1,2,1,2,0,1
"3016",24,23,68,58,7,6,1,1,0,4,1,0,8,24,0.103,0.209,0.155,0.364,9,3,0,1,1,0,0
"3017",25,83,290,263,24,62,14,0,3,39,0,0,21,51,0.236,0.286,0.323,0.609,85,3,0,0,6,0,1
"3018",24,54,223,203,31,47,12,0,13,25,2,1,18,86,0.232,0.296,0.483,0.779,98,1,1,0,1,1,1
"3019",29,31,128,116,18,26,5,0,10,19,0,0,6,32,0.224,0.297,0.526,0.823,61,4,6,0,0,0,1
"3020",26,34,114,99,10,23,5,0,0,11,0,0,12,22,0.232,0.31,0.283,0.593,28,4,0,1,2,0,0
"3021",22,75,325,293,32,81,14,6,9,39,5,4,27,51,0.277,0.335,0.457,0.793,134,5,1,0,4,1,1
"3022",26,23,84,79,2,19,3,0,0,9,0,0,3,19,0.241,0.265,0.279,0.544,22,4,0,1,1,0,0
"3023",29,50,194,173,21,38,7,0,4,12,3,0,21,45,0.22,0.304,0.33,0.634,57,4,0,0,0,0,0
"3024",24,41,169,160,26,51,14,0,7,25,5,3,7,25,0.319,0.343,0.538,0.881,86,4,0,0,2,1,1
"3025",29,64,244,216,29,57,7,1,4,19,5,2,22,35,0.264,0.34,0.361,0.701,78,2,3,3,0,1,1
"3026",24,125,494,450,49,112,24,4,1,35,29,9,32,59,0.249,0.301,0.327,0.627,147,12,3,5,4,0,1
"3027",25,96,402,330,41,77,16,1,15,58,1,0,66,89,0.233,0.361,0.424,0.785,140,7,2,0,4,2,1
"3028",24,132,531,478,61,116,22,5,27,75,7,4,44,202,0.243,0.305,0.479,0.784,229,9,2,0,7,2,0
"3029",27,30,91,80,11,16,2,0,3,5,3,1,10,23,0.2,0.289,0.338,0.626,27,2,0,1,0,0,0
"3030",31,38,158,145,15,32,6,0,4,15,2,1,9,24,0.221,0.266,0.345,0.611,50,4,1,0,3,0,1
"3031",27,54,212,204,16,51,17,1,4,21,2,0,8,52,0.25,0.278,0.402,0.68,82,7,0,0,0,0,1
"3032",29,48,169,146,14,45,12,0,3,16,0,0,20,34,0.308,0.399,0.452,0.851,66,2,2,1,0,0,1
"3033",28,103,429,395,55,104,20,5,2,34,9,3,24,68,0.263,0.309,0.354,0.664,140,13,4,2,4,0,1
"3034",28,18,67,61,8,17,3,1,0,7,1,1,5,8,0.279,0.328,0.361,0.689,22,0,0,0,1,0,1
"3035",24,24,80,72,6,9,1,0,2,4,1,0,6,30,0.125,0.192,0.222,0.415,16,1,0,2,0,0,0
"3036",31,22,84,75,5,13,3,1,1,6,0,0,7,16,0.173,0.25,0.28,0.53,21,2,1,0,1,0,1
"3037",29,77,298,278,35,67,12,2,13,39,7,3,11,70,0.241,0.275,0.439,0.714,122,6,4,0,5,1,1
"3038",23,57,237,223,26,69,7,4,5,29,4,2,12,51,0.309,0.343,0.444,0.787,99,4,0,1,1,0,1
"3039",27,86,358,317,44,96,15,0,10,41,17,6,28,80,0.303,0.369,0.445,0.814,141,6,8,0,5,1,1
"3040",27,36,130,115,12,28,3,1,2,13,0,0,11,24,0.244,0.315,0.339,0.655,39,5,2,0,2,1,1
"3041",27,131,544,490,63,139,30,2,23,71,0,0,46,85,0.284,0.344,0.494,0.838,242,9,2,0,6,4,1
"3042",25,96,388,363,30,72,11,1,1,27,10,3,22,90,0.198,0.245,0.242,0.487,88,15,1,0,2,0,1
"3043",32,61,253,219,26,48,7,0,5,25,4,4,25,61,0.219,0.31,0.32,0.629,70,6,5,1,3,0,1
"3044",26,90,349,312,38,71,13,1,1,20,12,4,27,40,0.228,0.294,0.285,0.579,89,13,3,5,2,0,1
"3045",24,57,209,190,18,47,8,3,5,29,4,2,11,44,0.247,0.285,0.4,0.685,76,5,1,2,5,1,1
"3046",24,29,122,103,13,25,4,0,1,8,2,1,17,17,0.243,0.344,0.311,0.655,32,5,0,0,2,1,1
"3047",22,47,190,173,26,47,10,0,6,29,1,0,15,40,0.272,0.332,0.434,0.765,75,3,1,0,1,0,1
"3048",25,42,171,152,19,41,9,0,2,16,2,0,15,31,0.27,0.345,0.368,0.713,56,6,3,0,1,1,1
"3049",22,48,178,167,17,45,4,3,1,13,6,2,5,34,0.27,0.295,0.347,0.642,58,1,1,5,0,0,0
"3050",26,100,395,357,43,92,29,1,2,25,5,4,31,58,0.258,0.327,0.361,0.688,129,9,6,0,1,1,0
"3051",29,68,236,206,20,50,16,0,2,21,3,0,29,46,0.243,0.339,0.35,0.689,72,9,1,0,0,0,1
"3052",28,126,509,464,37,111,24,0,7,41,5,3,38,99,0.239,0.303,0.336,0.639,156,16,5,0,2,1,1
"3053",25,111,454,418,42,96,25,1,8,38,13,5,33,82,0.23,0.285,0.352,0.637,147,10,0,1,2,0,1
"3054",31,83,282,257,35,62,10,2,2,16,5,1,20,40,0.241,0.296,0.319,0.615,82,3,0,5,0,0,1
"3055",26,82,334,304,40,81,17,3,10,40,11,5,26,52,0.266,0.323,0.441,0.764,134,7,1,0,3,1,1
"3056",32,40,153,139,14,25,0,0,5,11,0,0,11,46,0.18,0.248,0.288,0.536,40,12,2,0,1,1,1
"3057",26,127,514,475,47,128,18,0,18,67,1,0,29,70,0.27,0.315,0.421,0.736,200,15,5,0,5,0,1
"3058",28,28,110,98,9,26,6,0,2,10,0,1,8,23,0.265,0.318,0.388,0.706,38,4,0,3,1,0,1
"3059",26,67,248,228,24,55,17,1,4,28,1,1,13,33,0.241,0.29,0.377,0.668,86,9,4,0,3,0,1
"3060",33,102,376,332,36,85,18,0,8,34,1,0,36,32,0.256,0.343,0.383,0.726,127,21,8,0,0,1,1
"3061",36,19,68,58,6,9,1,0,0,1,0,0,7,11,0.155,0.269,0.172,0.441,10,3,2,1,0,0,1
"3062",26,82,318,281,33,65,12,2,6,31,10,4,33,77,0.231,0.315,0.352,0.667,99,4,2,0,2,1,1
"3063",29,26,102,93,6,27,7,1,0,8,1,1,8,25,0.29,0.353,0.387,0.74,36,2,1,0,0,0,1
"3064",25,76,249,224,21,49,11,1,3,18,2,3,21,44,0.219,0.287,0.317,0.604,71,7,1,2,1,0,0
"3065",26,126,518,489,46,155,24,1,11,60,1,0,23,78,0.317,0.349,0.438,0.787,214,21,3,0,3,0,1
"3066",23,93,382,337,48,91,14,1,4,28,18,7,40,72,0.27,0.349,0.353,0.702,119,7,2,1,2,0,1
"3067",28,45,168,149,19,30,7,0,3,10,0,0,17,31,0.201,0.292,0.309,0.6,46,6,2,0,0,0,1
"3068",23,64,242,222,27,45,11,2,2,18,3,2,16,67,0.203,0.261,0.297,0.559,66,4,2,1,1,1,1
"3069",30,43,141,120,10,27,2,0,0,7,5,2,13,14,0.225,0.301,0.242,0.543,29,1,0,8,0,0,1
"3070",25,46,164,148,8,30,7,2,1,15,2,1,15,54,0.203,0.274,0.297,0.572,44,1,0,0,1,0,0
"3071",28,106,421,372,41,77,14,1,8,44,20,5,40,110,0.207,0.292,0.315,0.607,117,3,6,0,3,0,1
"3072",25,119,492,436,51,122,25,1,14,68,15,3,46,106,0.28,0.349,0.438,0.787,191,7,3,2,5,1,1
"3073",27,28,94,82,7,12,4,0,0,6,0,0,10,32,0.146,0.245,0.195,0.44,16,1,1,0,1,0,0
"3074",27,62,246,225,24,57,7,1,0,7,3,0,15,27,0.253,0.299,0.293,0.592,66,4,0,5,1,0,1
"3075",30,53,132,121,7,19,2,1,0,6,1,1,5,27,0.157,0.191,0.19,0.381,23,5,0,6,0,0,0
"3076",27,132,507,455,44,99,21,6,12,58,11,2,34,179,0.218,0.284,0.369,0.654,168,13,10,4,4,0,0
"3077",27,124,468,427,46,113,25,2,4,36,5,0,36,85,0.265,0.32,0.361,0.681,154,7,0,3,2,2,0
"3078",34,21,83,76,7,20,4,1,1,8,1,0,4,17,0.263,0.305,0.382,0.687,29,2,1,1,1,0,1
"3079",25,14,52,51,4,11,1,0,0,3,1,0,1,7,0.216,0.231,0.235,0.466,12,1,0,0,0,0,1
"3080",22,82,317,291,25,79,13,0,2,21,3,4,19,45,0.272,0.317,0.337,0.653,98,9,2,1,4,0,1
"3081",31,60,243,195,29,40,8,0,5,18,2,0,42,52,0.205,0.353,0.323,0.676,63,5,3,2,1,0,1
"3082",26,140,573,499,67,122,22,1,24,78,2,0,66,119,0.245,0.337,0.437,0.774,218,8,5,0,3,3,1
"3083",30,52,194,173,8,39,6,0,0,22,0,0,14,20,0.225,0.287,0.26,0.547,45,7,2,2,3,2,1
"3084",27,29,119,115,9,31,7,0,0,7,0,0,3,24,0.27,0.294,0.33,0.625,38,5,1,0,0,0,1
"3085",25,31,130,117,17,24,5,1,1,9,7,1,12,33,0.205,0.285,0.291,0.575,34,3,1,0,0,0,1
"3086",23,83,371,331,61,100,22,8,6,33,25,2,37,72,0.302,0.37,0.471,0.842,156,3,0,1,2,1,1
"3087",19,56,247,222,27,55,11,3,2,20,9,4,19,39,0.248,0.307,0.351,0.659,78,0,1,3,2,0,1
"3088",31,107,471,420,57,125,14,5,2,40,37,9,39,70,0.298,0.356,0.369,0.725,155,2,1,7,4,2,1
"3089",30,102,424,363,56,96,21,1,8,42,6,3,52,91,0.265,0.361,0.394,0.755,143,8,4,3,2,2,1
"3090",23,61,229,214,29,55,10,0,3,20,0,1,8,25,0.257,0.279,0.346,0.625,74,2,0,3,4,0,1
"3091",29,22,100,94,11,24,6,1,1,4,7,0,6,16,0.255,0.3,0.372,0.672,35,0,0,0,0,0,1
"3092",31,19,80,73,14,26,7,0,4,18,2,1,3,12,0.356,0.413,0.616,1.029,45,0,4,0,0,0,1
"3093",34,27,116,110,8,23,5,1,1,9,0,1,3,16,0.209,0.226,0.3,0.526,33,1,0,1,2,0,1
"3094",31,93,347,327,35,86,16,1,5,37,1,5,16,52,0.263,0.298,0.364,0.662,119,11,1,1,2,0,1
"3095",33,18,61,51,5,10,2,0,1,8,0,0,10,15,0.196,0.328,0.294,0.622,15,1,0,0,0,0,1
"3096",25,20,60,51,7,8,1,1,0,4,0,0,9,15,0.157,0.283,0.216,0.499,11,3,0,0,0,0,1
